artist,dur_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_num
Gorillaz,217493,44,0.638,0.62,9,-6.681,1,0.0366,0.19,0.409,0.0945,0.358,143.713,6
Gorillaz,353306,32,0.753,0.494,10,-15.127,0,0.151,0.0553,0.412,0.179,0.526,168.011,6
Gorillaz,149400,35,0.833,0.473,11,-12.169,0,0.113,0.0659,1.18e-6,0.129,0.927,125.057,6
Gorillaz,348061,32,0.752,0.833,0,-6.869,1,0.0468,0.00102,0.239,0.0775,0.95,127.005,6
Gorillaz,220840,48,0.837,0.79,7,-6.717,1,0.0933,0.0274,0.722,0.0569,0.782,100.293,6
Gorillaz,429666,34,0.816,0.578,11,-8.532,0,0.0398,0.144,0.416,0.0955,0.888,113.994,6
Gorillaz,19866,2,0.263,0.935,0,-7.934,1,0.143,0.778,7.19e-6,0.944,0.609,147.924,6
Gorillaz,193600,57,0.751,0.596,6,-4.594,1,0.0302,0.0071,0.57,0.103,0.561,93.213,6
Gorillaz,152453,51,0.664,0.576,10,-7.009,0,0.0368,0.0056,0.019,0.438,0.216,91.977,6
Sophie Hunger,178306,17,0.473,0.283,9,-12.305,0,0.0373,0.825,8.7e-4,0.831,0.224,124.254,22
Sophie Hunger,170079,10,0.427,0.177,1,-12.349,1,0.0324,0.927,8.16e-5,0.125,0.206,86.162,22
Sophie Hunger,160786,3,0.48,0.134,2,-9.349,0,0.0387,0.98,1.01e-4,0.108,0.0877,122.33,22
Sophie Hunger,210986,17,0.753,0.639,2,-6.89,0,0.0287,0.663,0.317,0.12,0.579,124.919,22
Sophie Hunger,209222,35,0.554,0.477,0,-8.365,1,0.0344,0.387,0.373,0.0694,0.076,130.043,22
Sophie Hunger,253506,1,0.448,0.714,11,-7.284,0,0.0345,0.362,0.532,0.119,0.808,167.941,22
Sophie Hunger,213640,5,0.426,0.339,2,-10.682,0,0.0319,0.917,9.09e-5,0.124,0.151,130.036,22
Sophie Hunger,295040,16,0.382,0.0682,9,-12.888,0,0.0359,0.978,0.0315,0.0867,0.19,146.026,22
Sophie Hunger,202000,1,0.617,0.303,11,-8.963,1,0.036,0.514,0.00617,0.0878,0.452,146.621,22
Sophie Hunger,278773,19,0.705,0.579,7,-7.984,1,0.0276,0.00827,3.69e-4,0.101,0.312,127.884,22
Sophie Hunger,209332,11,0.35,0.153,4,-11.624,0,0.0322,0.921,4.16e-6,0.085,0.13,131.1,22
Sophie Hunger,265773,31,0.606,0.45,0,-8.002,0,0.028,0.49,6.19e-4,0.0979,0.32,67.105,22
Sophie Hunger,162373,27,0.386,0.0235,9,-14.754,0,0.0886,0.903,6.17e-4,0.11,0.165,205.644,22
Sophie Hunger,210546,2,0.754,0.636,2,-6.898,0,0.0286,0.651,0.435,0.134,0.525,124.973,22
Sophie Hunger,317546,13,0.601,0.178,7,-12.411,1,0.0873,0.829,0,0.276,0.295,143.037,22
Sophie Hunger,41426,8,0.477,0.786,4,-8.75,0,0.0747,0.531,0.307,0.0946,0.355,171.815,22
Sophie Hunger,167893,18,0.328,0.665,1,-9.307,0,0.0438,0.00211,0.00109,0.26,0.438,90.528,22
Sophie Hunger,180213,12,0.662,0.748,2,-7.754,1,0.0296,0.414,0.492,0.0844,0.753,141.962,22
Sophie Hunger,188977,22,0.355,0.172,1,-15.747,0,0.0347,0.837,5.05e-6,0.0805,0.038,145.668,22
Sophie Hunger,147600,21,0.367,0.0818,5,-15.457,1,0.0438,0.983,7.68e-4,0.095,0.182,177.318,22
Sophie Hunger,253520,6,0.454,0.712,11,-7.286,0,0.034,0.334,0.524,0.118,0.835,167.942,22
Sophie Hunger,210546,2,0.752,0.63,2,-6.905,0,0.0283,0.678,0.198,0.133,0.576,124.922,22
Sophie Hunger,180280,16,0.419,0.13,11,-17.812,1,0.0279,0.965,0.00627,0.125,0.128,64.131,22
Sophie Hunger,200626,18,0.697,0.31,11,-8.953,1,0.0321,0.5,0.00625,0.0897,0.441,73.409,22
Sophie Hunger,188052,18,0.448,0.129,9,-11.639,1,0.0349,0.825,0,0.139,0.182,67.725,22
Sophie Hunger,249186,10,0.334,0.346,1,-12.801,0,0.0262,0.253,0.64,0.199,0.0683,144.527,22
Sophie Hunger,233132,16,0.388,0.0804,11,-18.283,1,0.0367,0.988,0.007,0.144,0.154,105.522,22
Sophie Hunger,341253,2,0.368,0.229,7,-11.067,0,0.0463,0.96,0.0013,0.096,0.0492,74.547,22
Sophie Hunger,225800,0,0.521,0.512,4,-9.888,0,0.0582,0.639,0.48,0.116,0.228,78.652,22
Sophie Hunger,217586,3,0.425,0.308,2,-11.434,1,0.0345,0.614,0.00375,0.0999,0.155,128.879,22
Sophie Hunger,217586,1,0.425,0.308,2,-11.434,1,0.0345,0.614,0.00375,0.0999,0.155,128.879,22
Sophie Hunger,208986,18,0.496,0.433,7,-11.073,1,0.0496,0.243,0.136,0.172,0.524,63.484,22
Sophie Hunger,466666,16,0.497,0.0431,7,-15.445,0,0.0552,0.975,6.5e-4,0.202,0.0483,129.001,22
Sophie Hunger,206507,26,0.528,0.341,3,-13.442,1,0.0642,0.747,1.09e-5,0.358,0.549,97.06,22
Sophie Hunger,227706,17,0.607,0.3,6,-12.553,0,0.0365,0.514,5.21e-4,0.0979,0.167,128.059,22
Sophie Hunger,249186,16,0.334,0.346,1,-12.801,0,0.0262,0.253,0.64,0.199,0.0683,144.527,22
Sophie Hunger,240466,9,0.603,0.0633,4,-17.107,0,0.0386,0.872,0.00288,0.126,0.12,75.086,22
Sophie Hunger,156612,13,0.586,0.64,4,-19.597,0,0.897,0.823,0,0.958,0.57,56.349,22
Sophie Hunger,219813,23,0.619,0.574,0,-7.472,1,0.0439,0.263,8.82e-4,0.107,0.228,124.953,22
Sophie Hunger,247426,20,0.613,0.294,7,-11.178,1,0.0311,0.271,0.00574,0.128,0.283,125.983,22
Sophie Hunger,202333,7,0.591,0.127,8,-14.643,0,0.0378,0.969,0.00843,0.104,0.288,117.707,22
Sophie Hunger,188972,11,0.342,0.354,4,-11.041,0,0.0306,0.809,5.5e-4,0.259,0.265,160.988,22
Sophie Hunger,213195,32,0.739,0.539,5,-10.529,0,0.0298,0.13,0.743,0.104,0.261,133,22
Sophie Hunger,204182,45,0.645,0.484,2,-10.104,1,0.0645,0.312,0.154,0.104,0.0658,75.189,22
Sophie Hunger,147266,35,0.373,0.0881,5,-15.389,1,0.0424,0.983,0.00114,0.0965,0.185,176.259,22
Sophie Hunger,177753,25,0.349,0.218,5,-13.914,1,0.0663,0.879,1.21e-5,0.114,0.148,209.724,22
Sophie Hunger,246453,22,0.493,0.0305,7,-18.37,0,0.0481,0.952,4e-4,0.0979,0.172,141.312,22
Sophie Hunger,227706,10,0.607,0.3,6,-12.553,0,0.0365,0.514,5.21e-4,0.0979,0.167,128.059,22
Sophie Hunger,240706,24,0.356,0.343,1,-12.115,0,0.0322,0.745,0.143,0.974,0.161,135.034,22
Sophie Hunger,202466,17,0.58,0.123,8,-14.664,0,0.0381,0.967,0.00423,0.103,0.32,117.478,22
Sophie Hunger,255466,18,0.534,0.274,11,-13.547,0,0.0763,0.81,7.71e-4,0.681,0.342,122.331,22
Sophie Hunger,143413,9,0.663,0.281,7,-14.612,0,0.0457,0.571,4.96e-5,0.109,0.512,100.71,22
Sophie Hunger,295586,9,0.331,0.303,0,-12.926,0,0.0372,0.615,0.479,0.151,0.266,179.002,22
Sophie Hunger,395279,18,0.515,0.0903,8,-14.709,1,0.0468,0.964,9.2e-5,0.122,0.214,133.029,22
Sophie Hunger,341240,1,0.329,0.234,7,-10.985,0,0.05,0.961,0.00142,0.0891,0.0549,73.763,22
Sophie Hunger,208986,9,0.496,0.433,7,-11.073,1,0.0496,0.243,0.136,0.172,0.524,63.484,22
Sophie Hunger,182373,25,0.299,0.183,7,-13.221,0,0.0326,0.773,5.5e-5,0.107,0.305,139.372,22
Sophie Hunger,187973,19,0.529,0.237,0,-13.335,1,0.0455,0.805,0.00235,0.114,0.264,89.036,22
Sophie Hunger,170720,26,0.559,0.544,1,-9.229,1,0.0693,0.324,0.00206,0.0739,0.399,100.014,22
Sophie Hunger,255906,18,0.413,0.418,9,-12.225,0,0.0283,0.402,0.0109,0.102,0.346,96.172,22
Sophie Hunger,262302,40,0.577,0.767,10,-8.393,0,0.0379,0.0281,0.369,0.113,0.101,176.972,22
Sophie Hunger,256146,14,0.439,0.104,7,-14.077,1,0.0318,0.792,4.7e-4,0.908,0.186,135.283,22
Sophie Hunger,172333,13,0.431,0.0605,9,-19.061,0,0.035,0.937,0.00229,0.0902,0.172,101.091,22
Sophie Hunger,113199,18,0.488,0.0899,7,-14.222,1,0.0499,0.929,0.0234,0.0976,0.193,60.061,22
Sophie Hunger,335252,25,0.416,0.541,0,-11.344,0,0.0624,0.425,0.0545,0.843,0.181,130.47,22
Sophie Hunger,295586,15,0.331,0.303,0,-12.926,0,0.0372,0.615,0.479,0.151,0.266,179.002,22
Sophie Hunger,243555,34,0.763,0.391,3,-9.81,0,0.0483,0.424,0.222,0.0762,0.113,134.985,22
Sophie Hunger,294600,1,0.328,0.0704,9,-12.865,0,0.0388,0.978,0.0264,0.0858,0.163,174.718,22
Sophie Hunger,160786,6,0.387,0.138,2,-9.359,0,0.0394,0.979,3.95e-5,0.108,0.0737,83.676,22
Sophie Hunger,225306,2,0.599,0.278,5,-10.019,1,0.028,0.933,0.106,0.106,0.0776,146.028,22
Sophie Hunger,230132,22,0.506,0.647,3,-10.768,1,0.0795,0.653,0.00141,0.962,0.465,101.174,22
Sophie Hunger,226133,1,0.425,0.516,4,-9.818,0,0.0544,0.645,0.444,0.106,0.237,81.448,22
Sophie Hunger,178026,31,0.57,0.486,7,-10.92,1,0.18,0.263,0.00583,0.151,0.335,79.106,22
Sophie Hunger,257062,41,0.782,0.421,8,-9.642,1,0.035,0.562,0.799,0.0956,0.291,115.944,22
Sophie Hunger,340546,23,0.385,0.203,0,-13.996,0,0.047,0.872,0.00578,0.974,0.319,178.419,22
Sophie Hunger,191028,21,0.633,0.325,0,-12.767,1,0.035,0.513,0.051,0.104,0.147,75.955,22
Sophie Hunger,206252,15,0.412,0.437,2,-11.483,0,0.0439,0.542,3.21e-4,0.665,0.211,83.423,22
Sophie Hunger,341706,11,0.339,0.236,7,-11.049,1,0.0415,0.963,0.00169,0.0955,0.0481,81.861,22
Sophie Hunger,188892,18,0.523,0.24,7,-15.207,0,0.0407,0.85,6.82e-4,0.984,0.316,99.947,22
Sophie Hunger,160786,1,0.387,0.138,2,-9.359,0,0.0394,0.979,3.95e-5,0.108,0.0737,83.676,22
Sophie Hunger,206507,12,0.528,0.341,3,-13.442,1,0.0642,0.747,1.09e-5,0.358,0.549,97.06,22
Sophie Hunger,327173,17,0.498,0.556,0,-12.031,0,0.0303,0.444,0.00318,0.119,0.409,133.326,22
Sophie Hunger,212573,17,0.427,0.339,2,-10.682,0,0.0317,0.917,9.09e-5,0.124,0.15,130.032,22
Sophie Hunger,255906,9,0.413,0.418,9,-12.225,0,0.0283,0.402,0.0109,0.102,0.346,96.172,22
Sophie Hunger,217492,17,0.493,0.158,7,-13.858,1,0.0335,0.877,0.0945,0.128,0.213,124.859,22
Sophie Hunger,237440,30,0.534,0.52,6,-11.162,1,0.0538,0.536,0.00693,0.361,0.152,114.169,22
Sophie Hunger,183840,20,0.529,0.366,11,-9.927,1,0.0321,0.894,3.86e-4,0.1,0.296,146.752,22
Sophie Hunger,154399,15,0.536,0.0157,2,-18.631,1,0.0419,0.964,7.59e-5,0.123,0.473,113.259,22
Sophie Hunger,255893,10,0.492,0.458,4,-15.396,0,0.0428,0.44,0.787,0.0994,0.197,199.995,22
Sophie Hunger,424572,14,0.494,0.407,9,-10.241,0,0.0411,0.385,2.93e-6,0.943,0.52,128.131,22
Sophie Hunger,167893,9,0.328,0.665,1,-9.307,0,0.0438,0.00211,0.00109,0.26,0.438,90.528,22
Sophie Hunger,226133,4,0.425,0.516,4,-9.818,0,0.0544,0.645,0.444,0.106,0.237,81.448,22
Sophie Hunger,208466,9,0.485,0.106,2,-13.36,1,0.0353,0.887,0.00143,0.114,0.146,119.69,22
Sophie Hunger,295040,6,0.372,0.0679,9,-12.894,0,0.034,0.978,0.0156,0.0867,0.19,85.208,22
Sophie Hunger,196266,19,0.455,0.708,3,-9.002,0,0.0942,0.279,5.94e-4,0.925,0.4,146.05,22
Sophie Hunger,189120,22,0.669,0.806,2,-5.801,1,0.026,0.00722,0.00729,0.179,0.543,141.945,22
Sophie Hunger,269972,10,0.493,0.223,6,-12.231,0,0.0338,0.801,0.00487,0.113,0.14,136.744,22
Sophie Hunger,147613,2,0.364,0.083,5,-15.391,1,0.0402,0.981,7.03e-4,0.0958,0.169,177.326,22
Sophie Hunger,206340,20,0.623,0.541,2,-12.266,1,0.0407,0.542,0.0357,0.112,0.39,130.372,22
Sophie Hunger,186266,16,0.623,0.511,11,-10.674,0,0.0336,0.579,0.0224,0.0877,0.891,149.073,22
Townes Van Zandt,156680,8,0.632,0.239,9,-13.556,0,0.0291,0.279,2.95e-5,0.14,0.435,92.406,26
Townes Van Zandt,288840,34,0.552,0.132,11,-20.392,1,0.0517,0.872,0,0.722,0.34,108.974,26
Townes Van Zandt,150280,17,0.307,0.087,5,-19.319,1,0.0321,0.829,1.29e-4,0.103,0.163,101.07,26
Townes Van Zandt,196133,24,0.642,0.194,2,-16.657,1,0.0303,0.947,0.00339,0.105,0.316,85.024,26
Townes Van Zandt,192893,23,0.642,0.4,7,-17.477,0,0.0588,0.764,4.35e-6,0.123,0.612,150.639,26
Townes Van Zandt,221266,21,0.576,0.311,2,-13.367,1,0.0292,0.8,0,0.132,0.489,114.101,26
Townes Van Zandt,220666,18,0.556,0.233,11,-18.537,0,0.474,0.899,1.99e-6,0.793,0.567,105.644,26
Townes Van Zandt,208213,15,0.55,0.267,0,-12.919,0,0.0318,0.895,2.5e-4,0.0782,0.409,79.467,26
Townes Van Zandt,229306,9,0.619,0.179,4,-21.599,1,0.136,0.927,0.00168,0.121,0.526,114.317,26
Townes Van Zandt,268480,27,0.481,0.235,9,-12.751,0,0.033,0.631,2.36e-5,0.0985,0.239,135.252,26
Townes Van Zandt,190200,21,0.474,0.154,2,-17.255,1,0.0319,0.644,1.22e-5,0.318,0.404,124.882,26
Townes Van Zandt,299493,15,0.507,0.3,11,-16.435,0,0.048,0.642,0.0585,0.0991,0.426,75.348,26
Townes Van Zandt,213506,20,0.513,0.336,4,-11.414,1,0.0297,0.574,8.12e-5,0.0993,0.273,121.383,26
Townes Van Zandt,197586,13,0.541,0.217,2,-14.644,1,0.0325,0.493,0,0.0647,0.403,140.086,26
Townes Van Zandt,169413,7,0.592,0.207,0,-21.515,1,0.648,0.877,8.41e-4,0.216,0.868,114.35,26
Townes Van Zandt,227266,12,0.509,0.223,4,-19.404,1,0.0528,0.854,8.66e-6,0.781,0.529,94.445,26
Townes Van Zandt,264866,26,0.578,0.0506,7,-21.492,1,0.0311,0.98,4.34e-5,0.126,0.296,93.86,26
Townes Van Zandt,182853,18,0.419,0.323,11,-13.325,0,0.0386,0.424,3.29e-6,0.0982,0.244,146.665,26
Townes Van Zandt,166866,30,0.393,0.0875,8,-21.427,1,0.0346,0.915,0.00126,0.118,0.213,138.166,26
Townes Van Zandt,141200,37,0.741,0.497,11,-16.755,1,0.135,0.84,0,0.152,0.857,104.056,26
Townes Van Zandt,234400,18,0.519,0.209,7,-16.375,1,0.0302,0.149,1.05e-6,0.0764,0.602,79.892,26
Townes Van Zandt,43133,8,0.643,0.663,0,-24.661,1,0.863,0.841,0.00179,0.39,0.079,82.902,26
Townes Van Zandt,240240,21,0.633,0.278,4,-13.712,1,0.0314,0.797,1.7e-4,0.103,0.708,124.317,26
Townes Van Zandt,132893,37,0.639,0.347,4,-9.025,1,0.0379,0.958,0,0.103,0.396,78.893,26
Townes Van Zandt,213506,20,0.511,0.338,4,-11.411,1,0.0294,0.57,8.45e-5,0.101,0.281,121.37,26
Townes Van Zandt,158093,10,0.609,0.395,11,-10.843,1,0.0291,0.635,0,0.128,0.589,100.385,26
Townes Van Zandt,162813,24,0.462,0.115,4,-19.618,1,0.0416,0.916,6.78e-6,0.706,0.558,153.357,26
Townes Van Zandt,151213,11,0.617,0.611,11,-11.878,1,0.0333,0.742,2.73e-5,0.1,0.726,87.095,26
Townes Van Zandt,174813,24,0.325,0.212,6,-21.371,1,0.202,0.911,2.31e-4,0.687,0.518,205.772,26
Townes Van Zandt,176573,13,0.351,0.283,0,-13.345,1,0.0304,0.798,0,0.145,0.576,73.974,26
Townes Van Zandt,145186,38,0.607,0.561,9,-11.266,0,0.0397,0.549,9.46e-6,0.144,0.507,102.485,26
Townes Van Zandt,185253,18,0.619,0.371,7,-14.069,0,0.0288,0.153,1.58e-5,0.0607,0.533,109.873,26
Townes Van Zandt,137240,6,0.536,0.251,2,-15.237,1,0.0263,0.919,3.65e-4,0.124,0.314,75.096,26
Townes Van Zandt,154426,44,0.53,0.365,2,-13.974,1,0.0409,0.809,4.38e-6,0.81,0.591,97.368,26
Townes Van Zandt,255400,27,0.603,0.181,0,-16.792,1,0.0296,0.858,1.88e-5,0.0878,0.288,97.15,26
Townes Van Zandt,226880,17,0.706,0.323,5,-12.859,1,0.0321,0.794,6.55e-4,0.0614,0.709,132.5,26
Townes Van Zandt,231920,30,0.605,0.298,3,-18.597,1,0.489,0.941,3.45e-6,0.921,0.557,71.305,26
Townes Van Zandt,212146,10,0.608,0.215,11,-21.694,1,0.129,0.939,0.00466,0.123,0.557,115.119,26
Townes Van Zandt,145026,29,0.521,0.756,6,-6.318,1,0.0633,0.689,0,0.119,0.865,108.35,26
Townes Van Zandt,203946,16,0.55,0.279,2,-11.151,1,0.0712,0.84,0,0.669,0.355,77.888,26
Townes Van Zandt,208733,14,0.42,0.432,9,-14.082,1,0.0454,0.456,0.00724,0.0837,0.325,75.387,26
Townes Van Zandt,245853,14,0.736,0.523,5,-13.531,1,0.0274,0.138,1.67e-5,0.0645,0.949,98.001,26
Townes Van Zandt,177706,18,0.765,0.208,9,-21.155,1,0.0384,0.637,1.08e-5,0.101,0.418,116.712,26
Townes Van Zandt,224960,9,0.473,0.363,4,-16.393,0,0.366,0.909,0.0206,0.125,0.668,113.732,26
Townes Van Zandt,260186,27,0.396,0.0948,11,-21.849,0,0.0366,0.87,0.00569,0.48,0.238,51.952,26
Townes Van Zandt,186360,20,0.233,0.261,1,-12.657,0,0.0331,0.812,0,0.112,0.36,77.161,26
Townes Van Zandt,278826,19,0.563,0.471,11,-9.027,1,0.0291,0.631,1.49e-6,0.163,0.292,114.872,26
Townes Van Zandt,178760,9,0.64,0.298,6,-18.129,0,0.478,0.948,0.0466,0.163,0.687,104.225,26
Townes Van Zandt,177213,7,0.618,0.19,0,-12.731,1,0.0285,0.847,2.7e-6,0.685,0.609,59.173,26
Townes Van Zandt,188986,32,0.582,0.258,4,-21.399,1,0.0819,0.86,5.46e-4,0.663,0.678,124.452,26
Townes Van Zandt,182546,7,0.599,0.258,4,-13.72,1,0.0524,0.867,2.79e-6,0.873,0.666,146.836,26
Townes Van Zandt,195333,27,0.524,0.481,2,-12.973,1,0.0283,0.238,0,0.0879,0.493,114.522,26
Townes Van Zandt,198813,29,0.445,0.16,10,-22.793,1,0.0496,0.893,7.62e-5,0.857,0.576,106.151,26
Townes Van Zandt,108484,17,0.571,0.364,2,-14.419,0,0.0302,0.533,1.33e-6,0.18,0.553,97.902,26
Townes Van Zandt,174933,38,0.421,0.564,2,-5.075,1,0.0286,0.903,4.67e-4,0.2,0.75,112.168,26
Townes Van Zandt,249520,27,0.585,0.251,4,-16.62,1,0.0748,0.832,0,0.693,0.371,134.528,26
Townes Van Zandt,44613,24,0.627,0.45,3,-16.872,0,0.896,0.942,0,0.951,0.68,97.945,26
Townes Van Zandt,211306,20,0.514,0.316,2,-15.807,1,0.0436,0.67,5.92e-4,0.264,0.649,119.734,26
Townes Van Zandt,200813,28,0.614,0.274,2,-16.841,1,0.315,0.857,0,0.69,0.519,77.931,26
Townes Van Zandt,139613,15,0.586,0.276,0,-13.214,1,0.0446,0.723,3.47e-6,0.0518,0.565,74.418,26
Townes Van Zandt,180106,32,0.558,0.17,4,-18.882,1,0.0331,0.887,0.037,0.113,0.635,76.835,26
Townes Van Zandt,182626,30,0.537,0.377,0,-8.977,0,0.0287,0.874,0.0284,0.0983,0.381,116.497,26
Townes Van Zandt,182293,13,0.555,0.298,0,-15.56,0,0.0287,0.855,0.00366,0.103,0.43,105.453,26
Townes Van Zandt,201026,19,0.429,0.193,11,-16.521,0,0.034,0.503,0.00386,0.313,0.301,123.655,26
Townes Van Zandt,126619,14,0.458,0.138,2,-19.304,1,0.0394,0.89,1.48e-6,0.114,0.473,86.104,26
Townes Van Zandt,187826,15,0.536,0.173,3,-20.865,1,0.126,0.948,6.29e-4,0.678,0.716,109.787,26
Townes Van Zandt,260466,14,0.488,0.0972,11,-21.961,0,0.0325,0.873,0.00345,0.484,0.207,102.639,26
Townes Van Zandt,203946,20,0.62,0.284,2,-11.188,1,0.0595,0.847,0,0.67,0.381,77.548,26
Townes Van Zandt,220840,32,0.548,0.239,11,-18.529,0,0.474,0.893,0,0.785,0.582,102.466,26
Townes Van Zandt,240240,16,0.612,0.277,4,-13.731,1,0.032,0.803,4.57e-4,0.102,0.716,124.488,26
Townes Van Zandt,157493,22,0.348,0.527,2,-7.415,1,0.0286,0.297,3.21e-5,0.0902,0.651,106.588,26
Townes Van Zandt,256160,20,0.538,0.305,3,-10.641,1,0.03,0.928,0,0.103,0.41,100.068,26
Townes Van Zandt,174413,23,0.618,0.366,6,-11.313,0,0.0308,0.7,2.05e-4,0.532,0.589,103.276,26
Townes Van Zandt,150933,35,0.642,0.428,0,-13.191,1,0.0547,0.394,0,0.45,0.632,95.01,26
Townes Van Zandt,166733,25,0.528,0.415,4,-12.047,1,0.0276,0.432,0,0.0751,0.7,86.515,26
Townes Van Zandt,213506,8,0.511,0.338,4,-11.411,1,0.0294,0.57,8.45e-5,0.101,0.281,121.37,26
Townes Van Zandt,147986,8,0.569,0.159,4,-23.436,1,0.703,0.947,0.00724,0.48,0.789,103.658,26
Townes Van Zandt,165186,33,0.551,0.233,6,-18.251,0,0.0312,0.71,9.49e-4,0.11,0.659,89.574,26
Townes Van Zandt,269706,16,0.48,0.141,0,-20.571,1,0.0592,0.88,2.51e-4,0.695,0.643,78.1,26
Townes Van Zandt,25746,0,0.67,0.386,3,-18.073,0,0.525,0.991,0.906,0.109,0.851,67.045,26
Townes Van Zandt,247840,9,0.525,0.275,1,-12.955,1,0.0729,0.888,2.75e-6,0.773,0.592,143.128,26
Townes Van Zandt,304546,19,0.533,0.179,7,-14.78,1,0.0325,0.855,1.71e-6,0.0684,0.287,107.461,26
Townes Van Zandt,208213,21,0.527,0.261,0,-12.875,0,0.0317,0.886,1.88e-4,0.0782,0.427,80.959,26
Townes Van Zandt,148267,17,0.539,0.374,4,-16.783,1,0.0367,0.665,1.34e-5,0.261,0.864,74.257,26
Townes Van Zandt,230826,36,0.49,0.402,0,-8.025,1,0.0307,0.941,1.64e-4,0.128,0.512,134.125,26
Townes Van Zandt,174760,13,0.327,0.21,6,-21.308,1,0.129,0.916,4.71e-4,0.696,0.553,204.952,26
Townes Van Zandt,146573,13,0.546,0.398,7,-17.444,1,0.161,0.89,0,0.668,0.384,76.534,26
Townes Van Zandt,16640,0,0.571,0.369,1,-19.05,0,0.291,0.931,0.947,0.108,0.492,132.158,26
Townes Van Zandt,342973,24,0.526,0.167,4,-20.955,1,0.0329,0.887,0.00216,0.66,0.317,79.11,26
Townes Van Zandt,149386,31,0.621,0.304,2,-16.648,1,0.0623,0.748,0,0.0684,0.573,100.548,26
Townes Van Zandt,217173,14,0.392,0.185,7,-19.22,1,0.0446,0.892,0.31,0.1,0.432,185.704,26
Townes Van Zandt,224200,30,0.622,0.315,11,-16.641,1,0.0329,0.558,0.0303,0.0849,0.676,75.703,26
Townes Van Zandt,179400,17,0.561,0.361,0,-14.281,1,0.0328,0.783,0,0.112,0.799,119.324,26
Townes Van Zandt,179266,12,0.527,0.254,2,-16.745,1,0.034,0.418,9.01e-5,0.385,0.718,156.911,26
Townes Van Zandt,248946,20,0.3,0.492,2,-8.084,1,0.0294,0.592,6.81e-5,0.197,0.477,138.402,26
Townes Van Zandt,195733,31,0.697,0.661,2,-6.509,0,0.0366,0.861,4.75e-4,0.0932,0.804,97.246,26
Townes Van Zandt,178986,17,0.639,0.21,2,-17.647,0,0.0581,0.765,8.73e-5,0.109,0.44,109.537,26
Townes Van Zandt,232000,16,0.602,0.299,3,-18.579,1,0.499,0.937,3.93e-6,0.918,0.549,71.343,26
Townes Van Zandt,143653,24,0.375,0.545,4,-7.898,0,0.0322,0.679,1.25e-6,0.328,0.768,124.482,26
Townes Van Zandt,179013,14,0.5,0.103,0,-19.829,1,0.0316,0.893,0.005,0.0852,0.293,105.684,26
The Smashing Pumpkins,240733,51,0.264,0.936,5,-5.067,0,0.0946,1.01e-4,0.594,0.199,0.351,146.837,24
The Smashing Pumpkins,160493,23,0.469,0.954,7,-4.799,1,0.0362,2.4e-5,0.0531,0.336,0.502,105.875,24
The Smashing Pumpkins,224573,38,0.483,0.756,4,-3.706,0,0.0338,2.63e-6,0.592,0.142,0.295,119.905,24
The Smashing Pumpkins,344133,14,0.303,0.412,7,-9.653,1,0.0324,0.227,0.154,0.124,0.098,141.051,24
The Smashing Pumpkins,349386,20,0.293,0.25,9,-10.333,1,0.0403,0.0126,0.526,0.0971,0.18,82.417,24
The Smashing Pumpkins,416186,46,0.294,0.544,2,-9.836,1,0.034,0.00166,0.441,0.37,0.113,165.933,24
The Smashing Pumpkins,151053,31,0.232,0.868,1,-8.782,0,0.0553,3.11e-5,0.844,0.191,0.539,184.701,24
The Smashing Pumpkins,313266,44,0.303,0.925,8,-7.33,1,0.0622,9.27e-6,0.759,0.0707,0.303,125.252,24
The Smashing Pumpkins,214813,26,0.202,0.759,5,-7.696,1,0.0436,3.97e-6,0.393,0.0582,0.398,140.705,24
The Smashing Pumpkins,323160,26,0.551,0.916,9,-2.54,0,0.0424,1.81e-5,0.41,0.334,0.311,116.995,24
The Smashing Pumpkins,182061,21,0.188,0.884,3,-8.484,1,0.0955,4.36e-4,0.673,0.827,0.359,188.022,24
The Smashing Pumpkins,377953,17,0.354,0.817,7,-8.24,1,0.0489,5.36e-4,0.868,0.975,0.264,94.399,24
The Smashing Pumpkins,290835,19,0.181,0.944,9,-7.637,1,0.0759,7.13e-5,0.915,0.97,0.135,96.879,24
The Smashing Pumpkins,212240,21,0.479,0.831,9,-7.958,1,0.0357,1.31e-4,0.863,0.194,0.576,103.058,24
The Smashing Pumpkins,187506,21,0.473,0.376,1,-15.901,0,0.0322,0.634,0.0304,0.108,0.0775,86.901,24
The Smashing Pumpkins,190586,57,0.422,0.208,10,-15.886,1,0.0318,0.896,0.0265,0.192,0.354,111.546,24
The Smashing Pumpkins,308426,21,0.342,0.286,0,-12.406,1,0.0399,0.00197,0.52,0.0754,0.244,166.576,24
The Smashing Pumpkins,596266,32,0.37,0.618,1,-8.755,1,0.0434,0.00505,0.417,0.104,0.0869,105.893,24
The Smashing Pumpkins,235786,21,0.295,0.869,8,-4.33,1,0.0756,6e-5,0.423,0.103,0.628,107.629,24
The Smashing Pumpkins,277600,14,0.681,0.601,2,-9.992,1,0.0266,0.0816,0.0715,0.149,0.427,106.965,24
The Smashing Pumpkins,228200,14,0.334,0.935,2,-9.211,1,0.0591,3.1e-6,0.793,0.136,0.299,97.355,24
The Smashing Pumpkins,255786,30,0.425,0.461,0,-8.894,1,0.0263,3.65e-4,0.685,0.151,0.487,139.417,24
